nid	mid	fields
1455180304244	1448816860355	Написать простейший http-запрос. 1ая строка и 1 важнейший заголовок.	<img src="paste-5287104741378 (1).jpg" />
1455180549965	1448816860355	Написать простой пример http-ответа с 1 ключевым заголовком.	<img src="paste-5450313498626.jpg" />
1455180687545	1448816860355	Как symfony управляет данными, поступающими из запроса и уходящими в качестве ответа? В чем отличие от обычного PHP? Привести пример.	<img src="paste-5634997092354.jpg" /><div><br /></div><div><img src="paste-5647881994242 (1).jpg" /></div><div><br /></div><div><img src="paste-5660766896130.jpg" /></div><div><br /></div>
1455181056318	1448816860355	Схема работы symfony. Рисунок и объяснение словами.	<img src="paste-5888400162818.jpg" />
1455181309888	1448816860355	Что такое компоненты symfony? 3 важнейших примера.	<img src="paste-6116033429506.jpg" />
1455181502814	1448816860355	2 способа установки Symfony. Описать словами каждый, какой из них приоритетнее? Как создать новое приложение в каждом случае?	<img src="paste-6305011990530.jpg" /><div><img src="paste-6352256630786.jpg" /></div><div><br /></div><div><br /></div><div><img src="paste-6317896892418 (1).jpg" /></div><div><img src="paste-6339371728898 (1).jpg" /></div>
1455183934428	1448816860355	Как запустить встроеный сервер приложение symfony? По какому адресу приложение будет доступно по умолчанию?	<img src="paste-6489695584258.jpg" />
1455184043538	1448816860355	Что такое&nbsp;Symfony Distribution и зачем они нужны? Перечислить 3 самые популярные с кратким описанием.	<img src="paste-6592774799362.jpg" /><div><img src="paste-6605659701250.jpg" /></div>
1455272609520	1448816860355	2 шага создания страницы. Описать словами и привести простой пример.	<img src="paste-11209864642562.jpg" /><div><br /></div><div>В классе контроллера (любого):</div><div><br /></div><div><img src="paste-11222749544450.jpg" /></div>
1455272694873	1448816860355	Как вернуть json из контроллера? Написать столько возвращаемый объект.<div>2 способа</div>	<img src="paste-11811160064002.jpg" /><div><br /></div><div><br /></div><div><img src="paste-13584981557250.jpg" /></div>
1455272862482	1448816860355	Показать на примере простейший способ передать параметр из урл в контроллер.	<img src="paste-14426795147266.jpg" />
1455273246863	1448816860355	Что такое контейнер symfony? Что такое сервисы? Показать использование на примере шаблонизации.<div>Как это можно сделать проще?</div>	<img src="paste-15028090568706.jpg" /><div><br /></div><div><img src="paste-15040975470594.jpg" /></div><div><br /></div><div><img src="paste-17489106829314.jpg" /></div><div><br /></div><div><img src="paste-18129056956418.jpg" /></div><div><br /></div>
1455273635385	1448816860355	Как создать простейший шаблон? В какой директории они хранятся? Как унаследовать базовый шаблон? Как обратиться к переменной в шаблоне?	<img src="paste-18996640350210 (1).jpg" /><div><br /></div><div><img src="paste-19009525252098 (1).jpg" /></div>
1455273998327	1448816860355	Описать кратко словами, что делает каждая из 7 основных директорий фреймворка? Какие 2 из них самые важные?&nbsp;	<img src="paste-19619410608130.jpg" /><div><br /></div><div><img src="paste-19632295510018.jpg" /></div><div><img src="paste-19645180411906 (1).jpg" /></div>
1455274290059	1448816860355	Как называется и где находится основной файл, управляющий кофигурацией бандлов symfony? Какие 2 бандла там есть по умолчанию?&nbsp;	<img src="paste-20169166422018.jpg" />
1455281004509	1448816860355	4 этапа обработки запроса. Перечислить с кратким описанием (по 1 предложению).	<img src="paste-30511447670786.jpg" />
1455281183878	1448816860355	3 основных правила передачи аргументов из урл в контроллер.	<img src="paste-31104153157634.jpg" /><div><img src="paste-31117038059522.jpg" /></div>
1455282186286	1448816860355	Как передать в контроллер объект запроса? простой пример.	<img src="paste-31830002630658.jpg" />
1455282248481	1448816860355	3 способа перенаправить пользователя на другую страницу. Показать на простый примерах. Какой статус перенаправления выдает каждый из них по умолчанию? Как изменить его на другой?	<img src="paste-32302449033218.jpg" /><div><br /></div><div><img src="paste-32315333935106.jpg" /></div>
1455282926587	1448816860355	Как вернуть пользователю из контроллера 404 или 500 ошибку? Показать на примере.	<img src="paste-32972463931394.jpg" />
1455283094320	1448816860355	Показать на примере, как получать и устанавливать данные сессии в контроллере.	<img src="paste-33474975105026 (1).jpg" /><div><br /></div><div><img src="paste-33487860006914.jpg" /></div><div><br /></div>
1455283205998	1448816860355	Показать на примере, что такое флэш-сообщения. Где они хранятся физически?	<img src="paste-33990371180546 (1).jpg" /><div><br /></div>
1455283368146	1448816860355	Показать на примере, как установить заголовок в объекте ответа на запрос и как установить статус при помощи константы класса.	<img src="paste-34638911242242.jpg" />
1455283523112	1448816860355	Показать, как проверить, является ли запрос ajax, как получить данные из get и post.	<img src="paste-35141422415874.jpg" /><div><br /></div><div><img src="paste-35154307317762.jpg" /></div>
1455283648845	1448816860355	Показать на примере, как из одного контроллера вызвать другой.	<img src="paste-35656818491394.jpg" />
1455283774527	1448816860355	Где находится и как по умолчанию называется файл, в котором настраивается роутинг? Как это изменить?	<img src="paste-36249523978242 (1).jpg" />
1455289316418	1448816860355	Как задать в маршруте значение параметра по умолчанию? Показать на примере.	<img src="paste-36850819399682.jpg" />
1455289706320	1448816860355	Показать на примере блога и страниц, как задавать требования к параметрам маршрутов.	<img src="paste-37370510442498.jpg" />
1455289861832	1448816860355	Показать на примере, как задавать требования к методам запросов в роутинге?	<img src="paste-37873021616130.jpg" />
1455289962634	1448816860355	Каким образом можно задавать сложную логику в роутинге? Только название метода и объяснение словами, как это происходит.	<img src="paste-38375532789762.jpg" />
1455290095111	1448816860355	Перечислить с кратким описанием 3 специальных параметра роутинга.	<img src="paste-38963943309314.jpg" />
1455290257615	1448816860355	В каком виде маршруту присвается параметр _controller? Объяснить значение всех частей.	<img src="paste-39466454482946.jpg" /><div><br /></div><div><img src="paste-39479339384834 (1).jpg" /></div>
1455290750444	1448816860355	Как указать в настройках роутинга, что для определенных контроллеров используются маршруты-аннотации?	<img src="paste-40080634806274.jpg" />
1455290789197	1448816860355	Как и где задать префикс для определенной группы маршрутов?	<img src="paste-40437117091842.jpg" />
1455290888798	1448816860355	Каким образом можно посмотерть все созданные в приложении маршруты из консоли?<div>Как посмотреть детальную инфу о конкретном маршруте?</div><div>Как проверить все маршруты на совпадение с определенным урл?</div>	<img src="paste-40905268527106.jpg" />
1455290996669	1448816860355	Как сгенерировать урл по маршруту и параметрам внутри php-кода приложения? Как проверить урл на совпадение с маршрутом внутри php-кода приложения?	<img src="paste-41515153883138.jpg" /><div><br /></div><div><img src="paste-41536628719618 (1).jpg" /></div><div><br /></div><div>$this - указывает на объект класса, унаследованного от Controller</div><div><br /></div>
1455291161891	1448816860355	Что будет, если при генерировании урл в метод generate передать доп.параметры, которых нет в маршруте?	<img src="paste-44263932952578.jpg" /><div><br /></div><div>станут get-параметрами</div>
1455291322925	1448816860355	Как сгенерировать урл с параметром по названию маршрута в шаблоне twig?	<img src="paste-44753559224322.jpg" />
1455291371665	1448816860355	Как сгенерировать абсолютный урл с параметром в контроллере и шаблоне?	<img src="paste-45110041509890.jpg" />
1455291443542	1448816860355	Какие 3 специальных тега поддерживает twig? Кратко описать каждый словами.	<img src="paste-45702746996738 (1).jpg" />
1455307751331	1448816860355	Что такое фильтр в twig? Описать на примере.	<img src="paste-46188078301186.jpg" />
1455307799047	1448816860355	Как компилируются и где после этого хранятся twig-шаблоны? Когда происходит обновление кеша? От чего это зависит?	<img src="paste-46630459932674.jpg" />
1455307958721	1448816860355	Объяснить на примере концепцию наследования шаблонов twig.	<img src="paste-47193100648450.jpg" /><div><br /></div><div><img src="paste-47205985550338 (1).jpg" /></div>
1455308132848	1448816860355	Что будет, если дочерний шаблон не переопределяет один из блоков родительского?	<img src="paste-47717086658562 (1).jpg" />
1455308259432	1448816860355	В каких 2 директориях лежат шаблоны? Зачем нужна каждая из них? Как обращаться к этим шаблонам при отображении или наследовании?	<img src="paste-48253957570562.jpg" />
1455308382183	1448816860355	Как обратиться к шаблону, если он находится в бандле? В корневой директории бандла? В поддиректории бандла?	<img src="paste-48850958024706.jpg" />
1455308772859	1448816860355	Какие 2 вида шаблонов поддерживает symfony? Какие у них расширения?	<img src="paste-49460843380738.jpg" />
1455308825691	1448816860355	Как включить один шаблон в другой? Объяснить на примере.	<img src="paste-49920404881410.jpg" />
1455309025905	1448816860355	Показать, как отобразить список статей из контроллера в шаблоне.	<img src="paste-50410031153154.jpg" /><div><img src="paste-50422916055042.jpg" /></div><div><br /></div><div><br /></div><div><img src="paste-50435800956930.jpg" /></div>
1455309178547	1448816860355	Как отобразить вывод определенного контроллера внутри шаблона? Показать на примере.	<img src="paste-50921132261378.jpg" />
1455309251503	1448816860355	Как подключить контроллер в шаблон асинхронно? Что отобразится, если запрос не прошел или js не поддерживается? Как это можно переопределить для конкретного запроса?	<img src="paste-51522427682818.jpg" /><div><br /></div><div><img src="paste-51543902519298.jpg" /></div>
1455309926994	1448816860355	Как в шаблоне сгенерировать ссылку на страницу по имени маршрута, который ее генерирует?	<img src="paste-52106543235074.jpg" />
1455310102612	1448816860355	Как правильно сгенерировать ссылку на статический файл? Какие 2 преимущества это дает по сравнению с хардкодом?	<img src="paste-52604759441410.jpg" />
1455310205798	1448816860355	Как поставить версию в шаблоне статическому файлу? Как сгенерировать его абсолютный урл?	<img src="paste-53085795778562.jpg" />
1455310266074	1448816860355	Как правильно организовать загрузку стилей и js в шаблонах? Объяснить на словах, сверить объяснение с примером в ответе.	<img src="paste-53588306952194.jpg" /><div><br /></div><div><img src="paste-53601191854082.jpg" /></div>
1455310403945	1448816860355	Перечислить 5 автоматически создаваемых в шаблонах глобальных переменных с кратким описанием.	<img src="paste-54146652700674.jpg" />
1455310537668	1448816860355	Как изнутри работает рендеринг шаблонов? Написать полный код рендеринга. Где настраивается движок рендеринга?	<img src="paste-54649163874306.jpg" />
1455310630028	1448816860355	В каких 2 директориях фреймворк будет искать шаблон при таком рендеринге?<div><br /></div><div><img src="paste-55241869361154.jpg" /></div><div><br /></div><div>Как правильно кастомизировать шаблоны бандлов сторонних производителей?</div>	<img src="paste-55271934132226.jpg" /><div><br /></div><div><img src="paste-55293408968706.jpg" /></div>
1455310913837	1448816860355	Как правильно кастомизировать исходные шаблоны symfony?	<img src="paste-55774445305858.jpg" />
1455310956998	1448816860355	Описать словами подход трехуровнего наследования шаблонов.	<img src="paste-56113747722242.jpg" />
1455311037678	1448816860355	Как происходит эскейпинг данных в шаблонах в случае обоих движков? Как вывести в обоих случаях данные без эскейпинга?	<img src="paste-56624848830466 (1).jpg" />
1455311130627	1448816860355	Как правильно выводит отладку внутри php-кода и внутри шаблонов?	<img src="paste-57041460658178 (1).jpg" /><div><img src="paste-57054345560066.jpg" /></div>
1455311214529	1448816860355	Как проверить шаблоны на синтаксические ошибки?	<img src="paste-57535381897218.jpg" />
1455526638896	1448816860355	Как называется, где находится и какова общая структура (только первый уровень) конфигурационного файла symfony? Каких форматов он может быть?	<img src="paste-4166118277122.jpg" />
1455526762254	1448816860355	Как можно вывести в консоль стандартную конфигурацию какого-либо бандла?	<img src="paste-4385161609218 (1).jpg" />
1455526963808	1448816860355	Какие 3 среды по умолчанию есть в symfony? Как между ними переключаться прямо в браузере. Чем они (в целом) отличаются?	<img src="paste-4569845202946.jpg" /><div><br /></div><div><img src="paste-6674379177986.jpg" /></div>
1455527251090	1448816860355	Как очистить кеш для продуктивной среды?	<img src="paste-4642859646978 (1).jpg" />
1455527331247	1448816860355	В каком файле загружается общий конфиг фреймворка?	<img src="paste-6777458393090.jpg" />
1455527444342	1448816860355	Что такое бандл и где в фреймворке их надо добавлять?	<img src="paste-6957847019522 (1).jpg" />
1455527904772	1448816860355	2 способа создать бандл. Описать оба по шагам.	<img src="paste-7069516169218.jpg" /><div><img src="paste-7082401071106.jpg" /></div><div><img src="paste-7095285972994.jpg" /></div><div><img src="paste-7116760809474.jpg" /></div>
1455528078442	1448816860355	Перечислить 6 ключевых директорий бандла и 1 предложением описать, за что отвечает каждая.	<img src="paste-7533372637186.jpg" />
1455528146061	1448816860355	Как по шагам настроить соединение с сервером БД и создать саму БД, если используется doctrine?	<img src="paste-7718056230914 (2).jpg" /><div><img src="paste-7730941132802.jpg" /></div><div><img src="paste-7743826034690.jpg" /></div>
1455528335131	1448816860355	Как создать класс сущности для использования в Doctrine через консоль и сделать маппинг с таблицей БД?	<img src="paste-7937099563010.jpg" /><div><br /></div><div><img src="paste-7954279432194.jpg" /></div>
1455528593546	1448816860355	Как сгенерировать через консоль геттеры и сеттеры для сущностей doctrine?<div>Можно ли сделать это массово для бандла?</div>	<img src="paste-8181912698882.jpg" /><div><img src="paste-8216272437250 (1).jpg" /></div>
1455528891226	1448816860355	Как синхронизировать сущности doctrine и таблицы в реальной БД через консоль?	<img src="paste-8439610736642.jpg" />
1455529018564	1448816860355	Как добавить в базу объект через doctrine. Объяснить на примере.<div>В какой именно момент происходит запрос к БД?</div>	Например, в контроллере:<div><br /></div><div><img src="paste-8632884264962.jpg" /></div><div><br /></div><div><img src="paste-10651518894082.jpg" /></div>
1455530588874	1448816860355	Как получить объект по его id из БД с помощью doctrine?<div>Что такое репозиторий в данном случае?</div>	<img src="paste-10849087389698 (1).jpg" /><div><br /></div><div><img src="paste-13464722472962 (1).jpg" /></div>
1455530998976	1448816860355	Перечислить 6 видов методов для поиска объектов БД через doctrine.	<img src="paste-13606456393730 (1).jpg" /><div><br /></div><div><img src="paste-15599321219074.jpg" /></div>
1455531173060	1448816860355	Как с помощью панели отладки проверить кол-во запросов на странице? Сколько их в норме должно быть?	<img src="paste-15796889714690.jpg" />
1455531265899	1448816860355	Как обновить объект в БД через doctrine? 3 шага и пример.	<img src="paste-15960098471938.jpg" />
1455531364854	1448816860355	Как удалить объект из БД при помощи doctrine? В какой момент реально отправляется запрос на удаление?	<img src="paste-16041702850562.jpg" />
1455531434334	1448816860355	Что такое dql, зачем он нужен? 2 способа написания запросов.&nbsp;	<img src="paste-16123307229186.jpg" /><div><br /></div><div><img src="paste-16136192131074.jpg" /></div><div><br /></div><div><br /></div><div><img src="paste-16273631084546.jpg" /></div>
1455531697681	1448816860355	Зачем и как надо создавать свой класс репозитория для каждой сущности doctrine? Показать на примере все шаги.	<img src="paste-16471199580162.jpg" /><div><br /></div><div><img src="paste-16484084482050.jpg" /></div><div><br /></div><div><img src="paste-16557098926082.jpg" /></div><div><br /></div>
1455531863310	1448816860355	Как создать в doctrine отношение один ко многим? Показать на примере продуктов и категорий.<div>Показать на схеме, как будет выглядеть это отношение в таблицах БД и в объектах.</div>	<img src="paste-16814796963842.jpg" /><div><br /></div><div><img src="paste-18936510808066.jpg" /></div><div><img src="paste-19589345837058.jpg" /></div><div><br /></div><div><img src="paste-24124831301634.jpg" /></div><div><br /></div>
1455532474048	1448816860355	Показать на примере продуктов и категорий, как сохранить в БД с помощью doctrine 2 связанных объекта.	<img src="paste-24940875087874.jpg" />
1455532756388	1448816860355	Показать на примере продукта и его категории, как найти 2 связанных объекта с помощью doctrine.	<img src="paste-25035364368386.jpg" />
1455532921273	1448816860355	Что такое&nbsp;Lifecycle Callbacks? Показать на примере timestamp, как это работает?	<img src="paste-25228637896706.jpg" /><div><img src="paste-25241522798594.jpg" /></div>
1455533034458	1448816860355	Какой должна быть структура папок и файлов внутри tests? Обязательное ли это требование?	<img src="paste-25426206392322.jpg" />
1455536478472	1448816860355	Описать словами, что такое функциональное тестирование. Привести пример действий, которые совершаются при функциональных тестах.	<img src="paste-25589415149570.jpg" />
1455536561174	1448816860355	Написать пример фукционального теста. Где должен находится файл с ним? Какой класс он должен наследовать?&nbsp;	<img src="paste-25722559135746.jpg" /><div><img src="paste-25735444037634.jpg" /></div>
1455536741808	1448816860355	Как при функциональных тестах кликнуть по ссылке и отправить форму? Показать на примерах.	<img src="paste-25928717565954.jpg" />
1455536916359	1448816860355	Как включить профайлер для функционального тестирования? Показать на примере.	<img src="paste-26113401159682.jpg" /><div><img src="paste-26126286061570.jpg" /></div>
1455537352885	1448816860355	Как функциональные тесты работают по умолчанию с редиректами? Как изменить это поведение?	<img src="paste-26229365276674.jpg" />
1455537448952	1448816860355	Что такое crawler в функциональном тестировании? Объяснить словами и показать простой пример работы.	<img src="paste-26414048870402 (1).jpg" /><div><img src="paste-26426933772290.jpg" /></div>
1455537618308	1448816860355	Какие 2 типа методов есть у объекта crawler в функ.тестировании? Описать словами.	1. Методы, которые ищут определенные узлы в html-документе.&nbsp;<div>Возвращают снова объект crawler, поэтому могут использоваться цепочкой:<div><br /></div><div><img src="paste-26590142529538.jpg" /></div></div><div><br /></div><div>2. Методы, которые извлекают данные из определенного узла.</div><div><br /></div><div><img src="paste-26654567038978.jpg" /></div>
1455537831128	1448816860355	Описать, как работает изнутри функциональное тестирование. Показать на примере, как можно поменять его настройки.	<img src="paste-26826365730818.jpg" />
1455538005844	1448816860355	Как при создании клиента функционального тестирования изменить среду тестирования и включить-отключить режим отладки?	<img src="paste-26925149978626.jpg" />
1455538053392	1448816860355	2 способа управлять заголовками запросов при функциональном тестировании. Показать на примере кода.	<img src="paste-27041114095618.jpg" />
1455538113822	1448816860355	Показать на примере, как сделать простую валидацию свойства сущности при помощи аннотации.	<img src="paste-27225797689346.jpg" /><div><div><img src="paste-27238682591234.jpg" /></div></div><div><br /></div><div><img src="paste-27303107100674.jpg" /></div><div><br /></div><div><img src="paste-27337466839042.jpg" /></div>
1455540064060	1448816860355	Как включить поддержку аннотаций для валидатора symfony? Где это нужно сделать?	<img src="paste-27556510171138.jpg" />
1455540179270	1448816860355	Что такое ограничения (что они из себя представляют внутренне) и как с ними работает валидатор? Как их настроить детально в режиме аннотаций? Показать на простом примере.	<img src="paste-27741193764866.jpg" /><div><img src="paste-27754078666754.jpg" /></div>
1455540436296	1448816860355	К чему конкретно в классе сущности могут применяться ограничения валидатора? Плюс и минус каждого подхода. Показать оба на простых примерах.	<img src="paste-27994596835330.jpg" /><div><br /></div><div><img src="paste-28007481737218.jpg" /></div><div><br /></div><div><br /></div><div><img src="paste-28024661606402.jpg" /></div><div><br /></div><div><img src="paste-28037546508290.jpg" /></div>
1455540590013	1448816860355	Что такое группы валидации и зачем они нужны? Показать на примере их работу.	<img src="paste-28222230102018.jpg" /><div><br /></div><div><img src="paste-28235115003906.jpg" /></div><div><img src="paste-28247999905794.jpg" /></div><div><br /></div><div><img src="paste-28260884807682.jpg" /></div><div><br /></div><div><img src="paste-28411208663042.jpg" /></div>
1455541781247	1448816860355	Что такое последовательность групп валидации? Показать, как она может работать.	<img src="paste-28973849378818.jpg" /><div><br /></div><div><img src="paste-28986734280706.jpg" /></div><div><br /></div><div><img src="paste-28999619182594.jpg" /></div>
1455541963146	1448816860355	Как динамически создавать последовательность групп валидации? Показать на примере.	<img src="paste-29218662514690 (1).jpg" /><div><br /></div><div><img src="paste-29231547416578 (1).jpg" /></div><div><br /></div><div><br /></div><div><img src="paste-29244432318466.jpg" /></div><div><img src="paste-29257317220354.jpg" /></div>
1455542207349	1448816860355	Показать на примере, как можно делать валидацию обычных значений, а не целых объектов.&nbsp;	<img src="paste-29454885715970.jpg" /><div><br /></div><div><img src="paste-29476360552450.jpg" /></div>
1455544313393	1448816860355	Показать на примере создание простейшей формы на основе сущности прямо в контроллере + отображение ее в шаблоне.	<img src="paste-29661044146178.jpg" /><div><br /></div><div><img src="paste-29695403884546.jpg" /></div>
1455544580342	1448816860355	Какие 3 подстановочных шаблона используются в twig, чтобы отобразить форму самым простым способом? Кратко описать словами.	<img src="paste-29918742183938.jpg" />
1455544636711	1448816860355	Написать простейший контроллер, который обрабатывает результат заполнения формы.	<img src="paste-30099130810370.jpg" />
1455544792815	1448816860355	Как при валидации формы проверить, какая из кнопок отправки была кликнута, если их несколько? Показать на примере.	<img src="paste-30283814404098.jpg" />
1455544991730	1448816860355	Как внутренне происходит валидация формы? Что на самом деле проверяется и где вводить ограничения на заполнение?	<img src="paste-30412663422978.jpg" />
1455545162621	1448816860355	Как установить группу валидации для формы? Показать для 2 случаев: когда форма создается прямо в контроллере и когда для нее создан отдельный класс.	<img src="paste-30623116820482.jpg" />
1455545211722	1448816860355	Как отключить валидацию формы, созданной в виде отдельного класса?	<img src="paste-30709016166402.jpg" />
1455545306303	1448816860355	Как динамически установить группу валидации для формы, реализованной в виде отдельного класса? 2 способа.	Либо передать название метода определенного класса, либо на месте создать замыкание.<div><br /></div><div><img src="paste-30915174596610 (1).jpg" /></div><div><img src="paste-30928059498498.jpg" /></div><div><br /></div><div><br /></div><div><img src="paste-30940944400386.jpg" /></div>
1455545499699	1448816860355	Как изменить применяемые группы валидации для формы в зависимости от конкретной кнопки отправки, если их несколько? Объяснить на примере.	<img src="paste-31117038059522 (1).jpg" />
1455545681947	1448816860355	Как устанавливать опции для полей формы? Пример. 2 самых часто встречающихся опции.	<img src="paste-31198642438146.jpg" /><div><br /></div><div><img src="paste-31211527340034.jpg" /></div>
1455545787428	1448816860355	Может ли symfony устанавливать тип поля формы автоматически? Если да, описать когда и как это происходит.	<img src="paste-31409095835650 (2).jpg" /><div><img src="paste-31421980737538.jpg" /></div>
1455545907821	1448816860355	Какие 2 функции позволяют вывести ошибки формы и отдельные поля формы в шаблонах twig? Описать словами и привести пример.	<img src="paste-31606664331266.jpg" /><div><br /></div><div><img src="paste-31628139167746.jpg" /></div>
1455614828216	1448816860355	Как вывести в шаблоне twig отдельно аннотацию, ошибки поля и само поле? Показать на примере.<div>Как изменить аннотацию?</div><div>Как добавить класс к полю?</div>	<img src="paste-541165879298 (1).jpg" /><div><br /></div><div><img src="paste-635655159810.jpg" /></div>
1455615042508	1448816860355	3 способа переопределить метод и адрес отправки формы. Описать все словами и показать на примерах.	<img src="paste-781684047874 (1).jpg" /><div><img src="paste-794568949762.jpg" /></div>
1455615203310	1448816860355	Показать на примере, как создать отдельный класс для формы. Где именно его надо создавать? Какой метод обязательно должен быть реализован и что он должен делать?<div>Показать, как создать в контроллере реальную форму при помощи этого класса.</div>	<img src="paste-974957576194.jpg" />
1455615328176	1448816860355	Как нужно поступить, если у класса формы есть внешние зависимости? Описать одним предложением.	<img src="paste-1189705940994 (1).jpg" />
1455615483240	1448816860355	Показать на примере, как сделать класс формы сервисом, если у этого класса есть зависимость от некого другого сервиса. Например,&nbsp;app.my_service	<img src="paste-1370094567426 (1).jpg" />
1455615599823	1448816860355	Как вставить одну форму в другую и когда это бывает нужно? Показать на примере задач и категорий.	<img src="paste-1589137899522.jpg" /><div><img src="paste-1644972474370 (2).jpg" /></div>
1455616315114	1448816860355	Общий подход к темизации форм. Описать словами, показать на примере одного поля.	<img src="paste-1898375544834.jpg" /><div><img src="paste-1932735283202 (2).jpg" /></div>
1455616994616	1448816860355	Объяснить, как устроена система шаблонов форм в случае twig и php. Где они все хранятся? Как формируется название?<div>4 основных части каждого элемента формы.</div>	<img src="paste-2156073582594.jpg" /><div><img src="paste-2168958484482.jpg" /></div>
1455617213329	1448816860355	Как установить глобально в конфиге тему для форм по умолчанию? Показать на примере. Для twig и php.	<div>Twig</div><img src="paste-2439541424130.jpg" /><div><br /></div><div><br /></div><div>PHP<br /><div><img src="paste-2495375998978 (1).jpg" /></div></div>
1455617486603	1448816860355	Описать словами, как работает защита от csrf в формах.<div>Где и как ее можно кастомизировать?</div><div>Как ее отключить?</div>	<img src="paste-2632814952450 (1).jpg" /><div><br /></div><div><img src="paste-2701534429186.jpg" /></div>
1455617866383	1448816860355	Как создать форму, не привязанную, ни к какой сущности? Показать на примере. В каком виде она передаст данные в контроллер по умолчанию?	<img src="paste-3083786518530 (1).jpg" />
1455617913653	1448816860355	Как добавить валидацию к форме, у которой нет соответствующей сущности? Показать на примере.	<div>Задать прямо при добавлении полей:</div><div><br /></div><img src="paste-3255585210370.jpg" />
1455618096221	1448816860355	Где находится и как называется конфиг системы безопасности? Какой ключ в нем чаще всего используется и за что он отвечает?	<img src="paste-3388729196546.jpg" /><div><img src="paste-3483218477058.jpg" /></div>
1455618328246	1448816860355	Показать на примере, как включить базовую аутентификацию для определенной страницы.	<img src="paste-3603477561346.jpg" /><div><br /></div><div><img src="paste-3616362463234 (1).jpg" /></div>
1455618458792	1448816860355	Описать словами, каким образом можно настроить пользователей в symfony. Показать на примере простейший способ.	<img src="paste-3783866187778.jpg" /><div><img src="paste-3796751089666.jpg" /></div>
1455618615860	1448816860355	Перечислить основные шаги настройки пользователей и прав в symfony. 4 шага.	1. Выбрать и указать в конфиге метод аутентификации.<div>2. Там же задать права к нужным страницам для нужных ролей.</div><div>3. Выбрать способ хранения пользователей, задать его в конфиге, настроить и создать самих пользователей.</div><div>4. Выбрать способ шифрования пароля</div>
1455618968311	1448816860355	2 способа запретить доступ к чему либо для определенных ролей пользователей. Описать каждый одним предложением.	<img src="paste-4226247819266.jpg" />
1455619106532	1448816860355	2 способа запретить доступ к странице внутри контроллера. Что будет, если пользователю запрещен доступ?	<img src="paste-4410931412994.jpg" /><div><br /></div><div><img src="paste-4423816314882.jpg" /></div><div><br /></div><div><img src="paste-4436701216770.jpg" /></div><div><img src="paste-4449586118658.jpg" /></div>
1455619354641	1448816860355	Как в шаблоне twig показать блок только определенным ролям?	<img src="paste-4522600562690.jpg" />
1455619389569	1448816860355	Как в контроллере проверить, аутентифицирован ли пользователь (вне зависимости от ролей)?	<img src="paste-4797478469634 (1).jpg" />
1455621598345	1448816860355	Из какого сервиса пожно получить объект user? Как это сделать в контроллере 2 способами?<div>Как это сделать в шаблоне twig?</div>	<img src="paste-4982162063362 (1).jpg" /><div><br /></div><div><img src="paste-4995046965250.jpg" /></div><div><br /></div><div><br /></div><div><img src="paste-5102421147650.jpg" /></div>
1455621735175	1448816860355	Как дать пользователям возможность разлогиниваться? Описать все шаги настройки.	<img src="paste-5184025526274.jpg" /><div><img src="paste-5196910428162.jpg" /></div>
1455621839244	1448816860355	Как закодировать пароль и задать его определенному пользователю в коде php? В каком файле задается алгоритм кодирования? Как проверить введенный пароль на правильность (только название метода)?	<img src="paste-5317169512450 (1).jpg" />
1455621992822	1448816860355	Где и как задать иерархию ролей пользователей?	<img src="paste-5390183956482.jpg" />
1455622030517	1448816860355	Как из консоли запустить внутреннюю проверку проекта на уязвимости?	<img src="paste-5527622909954.jpg" />
1455622130305	1448816860355	Объяснить, что такое gateway cache словами. Привести 3 примера сервисов, которые могут его реализовать.	<img src="paste-5712306503682.jpg" />
1455624605244	1448816860355	Что такое&nbsp;Symfony Reverse Proxy? Объяснить словами. Как его включить? Пример кода.	<img src="paste-5896990097410 (1).jpg" /><div><br /></div><div><img src="paste-5909874999298.jpg" /></div>
1455624777802	1448816860355	Где можно настроить symfony reverse proxy? Только название файла и нужного места в файле без самих настроек.	<img src="paste-6047313952770.jpg" />
1455624888706	1448816860355	Перечислить 4 наиболее важных заголовка, которые определяют http-кеширование. Какой из них самый важный?	<img src="paste-6128918331394.jpg" />
1455624988856	1448816860355	Показать на примере, как управлять заголовком cache-control. Зачем это вообще нужно?	<img src="paste-6201932775426.jpg" />
1455625048876	1448816860355	Что такое публичные и частные ответы (Response)? Зачем нужно такое разделение? Какой тип ответа возвращает по умолчанию symfony и почему?	<img src="paste-6335076761602.jpg" />
1455625145093	1448816860355	С какими http-методами работает кэш symfony? К каким 2 важным последствиям это приводит?	<img src="paste-6481105649666.jpg" />
1455625283318	1448816860355	2 модели кеширования согласно спецификации http. Описать обе словами. Когда какая используется?	<img src="paste-6674379177986 (1).jpg" />
1455625472506	1448816860355	С помощью каких 2 http-заголовков можно реализовать т.н. expiration model для кеширования. Только названия.<div>Как сделать это в symfony?</div>	<img src="paste-6871947673602.jpg" /><div><br /></div><div><img src="paste-6897717477378.jpg" /></div><div><br /></div><div><br /></div><div><img src="paste-6914897346562.jpg" /></div>
